kode,nama_bahan,air,energi,protein,lemak,kh,serat,abu,kalsium,fosfor,besi,natrium,kalium,tembaga,seng,retinol,b_kar,kar_total,thiamin,riboflavin,niasin,vit_c,gula,kategori,sumber
GM010,"Ikan batung, segar",75.7,115.0,14.5,4.6,4.2,0.0,1.1,,207.0,0.0,42.0,361.0,0.2,0.9,,0.0,,1.2,0.04,1.1,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM011,"Ikan baung, segar",74.9,123.0,15.1,5.5,3.3,0.0,1.2,5.0,146.0,1.3,32.0,349.0,0.1,0.7,,0.0,,0.2,0.03,1.2,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM012,"Ikan bawal, segar",78.0,91.0,19.0,1.7,0.0,0.0,1.3,20.0,150.0,2.0,129.0,233.3,0.1,0.3,45.0,0.0,,0.05,0.1,1.8,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM013,"Ikan Belida, segar",79.2,80.0,14.7,1.4,2.2,0.0,2.3,303.0,315.0,1.3,41.0,356.0,0.0,0.8,,0.0,,1.2,0.14,1.4,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM014,"Ikan beunteur, segar",70.0,109.0,17.0,4.0,0.0,0.0,9.0,500.0,500.0,1.0,109.0,323.5,0.6,1.3,45.0,,,0.05,0.1,2.6,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM015,"Ikan biawan, segar",79.1,90.0,14.9,2.5,2.1,0.0,1.4,125.0,265.0,1.0,35.0,207.0,0.4,0.6,,,,0.36,0.03,2.9,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM016,"Ikan bili, segar",68.3,88.0,14.2,0.7,6.2,0.0,10.6,27.0,1760.0,1.5,217.0,202.0,0.0,4.1,,0.0,,0.72,0.09,2.7,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM017,"Ikan bubara, segar",75.5,100.0,14.7,2.4,4.9,,1.6,90.0,90.0,0.4,390.0,390.0,0.7,0.8,,,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM018,"Ikan bulan-bulan,
segar",66.7,134.0,25.5,1.3,5.0,,1.5,29.0,29.0,0.5,197.0,489.0,0.1,0.5,,,,0.3,0.02,0.8,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM019,"Ikan cakalang, segar",73.0,107.0,19.6,0.7,5.5,0.0,1.2,23.0,242.0,2.9,66.0,239.0,0.2,0.6,386.0,0.0,,0.17,0.05,21.7,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM020,"Ikan cakalang, hati,
segar",73.4,120.0,11.3,3.9,10.0,,1.4,30.0,30.0,0.9,420.0,280.0,1.6,4.3,,,,,,0.2,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM021,"Ikan cakalang,
jantung, segar",76.3,116.0,11.2,1.2,10.2,,1.1,10.0,40.0,3.4,360.0,250.0,0.5,1.9,908.0,,,,,0.1,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM022,"Ikan cakalang, perut,
segar",79.1,86.0,10.2,1.1,8.7,,0.9,20.0,110.0,2.1,230.0,210.0,0.3,9.3,,,,0.24,,0.3,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM023,"Ikan daun, segar",78.6,101.0,11.5,4.1,4.6,0.0,1.2,80.0,210.0,0.8,120.0,270.0,0.1,0.9,0.0,,,0.08,0.07,0.1,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM024,"Ikan ekor kuning,
segar",74.1,108.0,22.3,1.2,2.1,0.0,0.3,30.0,220.0,0.5,50.0,230.0,0.1,0.6,40.0,29.0,,0.0,0.1,0.2,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM025,"Ikan gabus, segar",79.6,80.0,16.2,0.5,2.6,0.0,1.1,170.0,139.0,0.1,65.0,254.0,0.3,0.4,335.0,,,0.4,0.2,0.1,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM026,"Ikan heu, segar",75.6,81.0,10.0,1.6,6.6,,6.2,1910.0,990.0,2.1,240.0,210.0,0.1,2.7,,,,0.87,,0.2,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM027,"Ikan hitam, segar",78.2,101.0,10.3,3.7,6.7,0.0,1.1,50.0,140.0,0.4,70.0,210.0,,0.4,67.0,,,0.0,0.1,0.1,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM028,"Ikan hiu, segar",85.7,57.0,10.7,0.3,2.2,0.0,1.1,75.0,206.0,2.0,,,0.02,,,,0.0,0.05,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM029,"Ikan kacangan, segar",80.7,77.0,15.6,0.9,1.6,0.0,1.2,94.0,170.0,1.7,,,,,18.0,,0.0,0.07,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM030,"Ikan kakap, segar",77.0,92.0,20.0,0.7,0.0,0.0,2.3,20.0,200.0,1.0,,,,,9.0,,,0.05,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM031,"Ikan kakatua, segar",79.7,82.0,11.4,1.2,6.4,,1.3,20.0,160.0,0.4,90.0,300.0,0.1,0.3,18.0,,,,,0.2,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM032,"Ikan kalaban, segar",80.3,77.0,16.4,0.7,1.3,0.0,1.3,182.0,248.0,0.9,40.0,334.0,0.7,0.8,,,,0.16,0.15,1.9,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM033,"Ikan kamera (kakap
merah), segar",78.5,86.0,19.7,0.8,0.0,0.0,1.3,50.0,170.0,0.3,90.0,290.0,0.3,0.1,26.0,,,,0.08,0.1,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM034,"Ikan kapar, segar",74.2,132.0,17.0,6.7,0.8,0.0,1.3,151.0,272.0,1.2,78.0,229.0,0.9,0.7,,,,0.07,0.03,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM035,"Ikan kawalinya, segar",76.1,110.0,12.6,4.2,5.4,,1.7,80.0,300.0,1.5,340.0,300.0,0.2,1.4,146.0,,,,,0.2,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM036,"Ikan keru-keru, segar",77.2,93.0,16.5,2.1,0.8,0.0,3.4,65.0,217.0,2.4,137.0,255.3,0.34,0.7,0.0,,0.0,0.01,0.09,1.6,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM037,"Ikan kima, segar",82.1,70.0,10.8,0.7,5.2,,1.2,53.0,72.0,2.0,342.0,101.0,0.5,0.5,401.0,,,0.22,0.05,5.8,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM038,"Ikan lais, segar",65.0,161.0,11.9,11.5,2.4,0.0,9.2,70.0,237.0,0.0,,,,,0.0,,0.0,0.05,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM039,"Ikan layang, segar",74.0,109.0,22.0,1.7,0.0,0.0,2.3,50.0,150.0,2.0,,,,,45.0,0.0,,0.05,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM040,"Ikan layur, segar",80.1,82.0,18.0,1.0,0.4,0.0,0.5,48.0,229.0,2.2,,,,,4.0,,0.0,0.04,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM041,"Ikan lehoma, segar",77.6,90.0,20.4,0.9,0.0,,1.1,88.0,270.0,0.7,56.0,281.0,0.3,0.9,1047.0,,,0.32,0.03,0.2,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM042,"Ikan lemuru, segar",76.0,112.0,20.0,3.0,0.0,0.0,1.0,20.0,100.0,1.0,,,,,30.0,0.0,,0.05,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM043,"Ikan lidah, segar",78.3,104.0,15.6,3.2,2.0,0.0,0.9,30.0,143.0,2.0,,,,,33.0,,0.0,0.03,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM044,"Ikan malalugis, segar",75.6,99.0,20.6,1.4,0.9,,1.5,164.0,330.0,0.5,76.0,282.0,0.2,0.9,661.0,,,0.3,0.02,0.5,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM045,"Ikan mamar merah,
segar",75.0,115.0,15.3,4.0,4.4,0.0,1.3,60.0,190.0,1.6,120.0,240.0,0.2,1.0,,,,0.2,0.1,0.1,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM046,"Ikan mas, segar",80.0,86.0,16.0,2.0,0.0,0.0,2.0,20.0,150.0,2.0,65.0,276.7,0.1,1.1,45.0,8.0,,0.05,0.1,2.6,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM047,"Ikan mayong, segar",78.2,97.0,17.9,2.0,0.4,0.0,1.5,40.0,100.0,2.5,,,,,21.0,,0.0,0.1,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM048,"Ikan mujahir, segar",79.7,89.0,18.7,1.0,0.0,0.0,1.1,96.0,209.0,1.5,51.0,265.8,0.0,0.2,6.0,3.0,5.0,0.03,0.1,2.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM049,"Ikan nasu metti, segar",65.3,154.0,16.8,5.0,10.5,,2.4,80.0,244.0,1.6,421.0,488.0,0.2,1.2,,,,0.47,0.15,9.6,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM050,"Ikan oci, kembung,
segar",71.4,125.0,21.3,3.4,2.2,,1.7,136.0,69.0,0.8,214.0,245.0,0.2,1.1,,,,0.26,0.03,0.2,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM051,"Ikan paling, segar",58.0,303.0,14.0,27.0,0.0,0.0,1.0,20.0,200.0,1.0,43.0,,,,485.0,0.0,,0.1,,,2.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM052,"Ikan papuyu/ betok,
segar",75.0,120.0,14.3,4.9,4.6,0.0,1.2,329.0,436.0,1.5,240.0,169.0,0.8,1.1,,0.0,,0.0,0.05,3.1,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM053,"Ikan patin, segar",74.4,132.0,17.0,6.6,1.1,0.0,0.9,31.0,173.0,1.6,77.0,346.0,0.7,0.8,,7.0,,0.2,0.03,1.7,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM054,"Ikan pomo, segar",68.3,147.0,22.5,5.2,2.6,,1.4,80.0,230.0,1.3,,380.0,0.2,0.7,89.0,,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM055,"Ikan puntin, segar",81.1,76.0,14.4,1.1,2.2,,1.2,28.0,166.0,0.0,,325.0,0.1,0.6,,,,0.31,0.11,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM056,"Ikan saluang, segar",74.8,113.0,13.9,4.9,3.4,0.0,3.0,642.0,646.0,1.9,51.0,182.0,0.8,3.6,,,,0.21,0.02,1.8,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM057,"Ikan sarden, segar",72.7,109.0,19.9,1.8,3.4,0.0,2.2,95.0,597.0,1.3,266.0,227.0,0.3,2.0,195.0,0.0,,0.26,0.03,4.4,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM058,"Ikan selar, segar",75.4,100.0,18.8,2.2,0.0,0.0,3.6,40.0,179.0,0.5,43.0,392.6,0.1,0.3,45.0,0.0,,0.37,0.2,3.4,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM059,"Ikan sepat, segar",78.8,84.0,15.2,0.6,4.7,0.0,0.8,68.0,171.0,2.1,211.0,198.0,0.7,0.6,,0.0,,0.16,0.03,1.9,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM060,"Ikan sidat, segar",71.3,81.0,11.4,1.9,3.8,0.0,11.6,118.0,174.0,3.0,46.0,245.9,0.0,1.5,15.0,0.0,0.0,0.0,0.4,3.2,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM061,"Ikan sunu, segar",75.5,111.0,13.3,3.4,6.7,,1.1,86.0,174.0,1.2,91.0,197.0,0.0,0.6,309.0,,,1.03,0.1,0.2,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM062,"Ikan tahuman, segar",77.4,88.0,15.9,0.9,4.1,0.0,1.8,221.0,223.0,0.0,24.0,364.0,0.4,0.7,,,,0.2,0.25,1.6,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM063,"Ikan tarmon, segar",76.7,96.0,19.5,1.1,2.0,0.0,0.8,9.0,129.0,0.3,43.0,154.0,0.1,0.5,,,,0.15,0.02,1.7,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM064,"Ikan telan, segar",75.3,95.0,15.8,0.7,6.5,0.0,1.7,503.0,354.0,0.2,58.0,294.0,1.6,1.2,,,,0.18,0.02,1.9,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM065,"Ikan tembang, segar",65.0,204.0,16.0,15.0,0.0,0.0,4.0,20.0,200.0,2.0,341.0,291.0,0.4,2.6,30.0,0.0,,0.05,0.0,5.6,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM066,"Ikan tempahas, segar",78.9,101.0,15.1,4.1,1.0,0.0,0.9,32.0,163.0,0.0,50.0,320.0,0.7,0.6,,,,0.02,0.05,1.5,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM067,"Ikan terbang, segar",76.1,98.0,19.6,1.7,1.0,0.0,1.6,90.0,190.0,0.6,90.0,320.0,0.1,0.5,39.0,0.0,,0.0,0.1,0.1,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM068,"Ikan teri, segar",80.0,74.0,10.3,1.4,4.1,0.0,4.2,972.0,253.0,3.9,554.0,126.1,305.2,0.2,13.0,0.0,28.0,0.24,0.1,1.9,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM069,"Ikan titang, segar",78.8,82.0,17.4,0.4,2.3,0.0,1.1,145.0,130.0,1.8,110.0,275.0,0.1,0.8,581.0,,,0.64,0.03,1.5,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM070,"Ikan tongkol, segar",74.7,100.0,13.7,1.5,8.0,0.0,2.1,92.0,606.0,1.7,202.0,227.0,0.2,1.6,181.0,0.0,,0.35,0.03,6.6,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM071,"Ikan turi, segar",76.9,96.0,19.2,2.0,0.2,,2.1,340.0,340.0,0.8,370.0,300.0,0.1,2.0,26.0,,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM072,"Keong, segar",81.0,64.0,12.0,1.0,2.0,0.0,4.0,217.0,78.0,1.7,231.0,,0.37,0.1,0.0,244.0,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM073,"Kepiting, segar",68.1,151.0,13.8,3.8,14.1,0.0,0.2,210.0,250.0,1.1,,,,,61.0,,,0.05,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM074,"Kerang, segar",78.2,101.0,14.4,2.6,3.9,0.0,0.9,321.0,270.0,15.6,,,,,0.0,,0.0,0.01,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM075,"Kodok, segar",81.9,73.0,16.4,0.3,0.0,0.0,1.4,18.0,147.0,1.1,,,,,0.0,,,0.14,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM076,"Kura-kura, segar",80.0,83.0,19.1,0.2,0.0,0.0,0.7,27.0,87.0,0.7,,,,,0.0,,,0.2,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM077,"Kuro, segar",79.9,87.0,16.0,2.2,1.0,0.0,0.9,75.0,136.0,1.0,,,,,6.0,,0.0,0.04,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM078,"Lokan, segar",80.9,217.0,11.0,1.7,5.1,,1.3,20.0,390.0,10.9,3.0,7.0,0.2,2.7,,,,0.45,0.07,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM079,"Rajungan, segar",80.2,76.0,12.1,2.0,2.4,0.0,2.7,721.0,214.0,2.2,69.0,192.0,1.7,2.9,599.0,40.0,,0.2,0.25,0.2,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM080,"Rebon, udang kecil,
segar",79.0,81.0,16.2,1.2,0.7,0.0,2.9,757.0,292.0,2.2,169.0,202.9,0.7,1.2,18.0,0.0,,0.04,0.1,2.4,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM081,Rusip,58.5,110.0,11.5,2.0,11.7,0.0,16.3,479.0,348.0,7.1,,,,,0.0,,0.0,0.04,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM082,"Udang galah, segar",79.0,81.0,16.5,0.3,3.0,0.0,1.2,87.0,167.0,0.7,95.0,132.0,0.7,1.2,,3.0,,0.24,0.03,2.9,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM083,"Udang, besar, segar",85.5,56.0,11.4,0.6,1.2,0.0,1.3,30.0,20.0,0.3,190.0,210.0,0.4,0.8,,0.0,,0.14,0.0,0.1,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GM084,"Udang, segar",75.0,91.0,21.0,0.2,0.1,0.0,3.7,136.0,170.0,8.0,178.0,222.4,0.3,1.3,18.0,4.0,,0.01,0.4,3.7,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO001,"Bekicot, dendeng,
mentah",6.7,441.0,48.7,20.3,15.8,0.0,8.4,692.0,523.0,16.6,,,,,6.0,,1408.0,0.56,,,69.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO002,"Belut, goreng",11.2,417.0,25.9,19.4,32.0,0.0,11.5,840.0,872.0,4.9,71.0,217.7,0.3,1.8,0.0,,0.0,0.0,0.2,10.5,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO003,"Cumi-cumi, goreng",54.2,265.0,40.6,10.1,0.0,0.0,3.1,62.0,270.0,2.7,86.0,81.9,,,0.0,56.0,0.0,0.09,0.0,6.3,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO004,"Ikan asin, kering",40.0,193.0,42.0,1.5,0.0,0.0,16.5,200.0,300.0,0.0,,,,,,,,0.01,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO005,"Ikan bandeng presto,
masakan",45.3,296.0,17.1,20.3,11.3,0.0,6.0,1422.0,659.0,1.9,,,,,6.0,0.0,400.0,0.14,,,69.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO006,Ikan baung bakar,69.8,144.0,17.8,5.8,5.2,,1.4,18.0,169.0,0.0,168.0,236.0,0.1,0.7,,,,0.0,0.0,1.3,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO007,Ikan Belida bakar,68.2,128.0,18.0,3.0,7.2,0.0,3.6,58.0,134.0,0.0,293.0,198.0,0.1,0.4,,0.0,,1.8,0.17,1.5,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO008,"Ikan cakalang asap,
mentah",56.9,204.0,34.2,5.6,1.9,,1.4,14.0,399.0,1.3,176.0,588.0,0.3,0.7,1546.0,,,0.53,0.07,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO009,"Ikan cakalang asin,
mentah",41.7,198.0,36.5,2.2,5.5,0.0,14.1,236.0,346.0,3.7,4304.0,302.1,,,0.0,,0.0,0.06,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO010,"Ikan calo/ peda,
mentah",71.3,81.0,11.4,1.9,3.8,0.0,11.6,743.0,174.0,22.6,,,,,15.0,,0.0,0.0,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO011,"Ikan Gabus asap,
mentah",26.4,261.0,38.1,2.3,21.9,0.0,11.3,2510.0,1840.0,2.9,320.0,410.0,0.4,0.8,114.0,,,0.1,0.1,14.5,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO012,"Ikan Gabus, kering",24.0,268.0,58.0,4.0,0.0,0.0,14.0,15.0,100.0,0.1,,,,,30.0,,,0.1,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO013,"Ikan gete, goreng",44.7,267.0,23.1,19.4,0.2,,12.6,2340.0,1240.0,0.8,590.0,440.0,0.1,1.9,,,,,,0.2,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO014,"Ikan hiu, kering",23.1,298.0,46.3,3.6,20.2,,6.8,335.0,846.0,2.5,957.0,1457.0,0.5,2.0,661.0,,,0.84,0.11,22.5,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO015,"Ikan katombo, asin",44.7,162.0,31.7,2.8,0.3,0.0,15.5,279.0,609.0,4.6,4393.0,342.2,2.8,,0.0,,0.0,0.09,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO016,"Ikan kayu, kering",23.1,302.0,70.7,1.9,0.4,0.0,3.9,313.0,22.0,4.1,345.0,1045.0,,1.8,,,,1.4,0.04,20.0,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO017,Ikan Lais bakar,69.4,147.0,17.5,6.5,5.4,,1.2,54.0,194.0,0.1,142.0,209.0,,0.5,,,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO018,"Ikan lomak asin,
mentah",21.6,258.0,40.3,2.3,18.9,0.0,16.9,140.0,279.0,2.3,6227.0,485.1,2.3,,,,,0.1,0.3,6.0,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO019,Ikan Mas pepes,57.5,209.0,15.2,11.3,11.8,0.5,4.3,686.0,530.0,6.1,74.0,276.7,0.1,1.9,3.0,,315.0,0.13,0.1,2.4,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO020,Ikan mujahir goreng,44.7,416.0,46.9,23.9,0.0,0.0,2.2,346.0,654.0,0.9,54.0,278.9,0.0,0.2,12.0,3.0,8.0,0.12,0.1,2.2,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO021,Ikan Mujahir pepes,73.7,121.0,21.7,2.8,0.8,0.0,1.0,83.0,248.0,1.6,58.0,265.8,0.0,0.3,8.0,,6.0,0.0,0.1,1.9,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO022,"Ikan mujahir,
dendeng, mentah",15.2,582.0,68.3,15.2,37.2,0.0,14.1,3258.0,1699.0,4.3,,,,,15.0,,20.0,0.27,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO023,"Ikan Papuyu, bakar",66.6,152.0,17.6,6.1,6.7,0.0,3.0,244.0,227.0,3.4,320.0,224.0,0.2,1.0,,,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO024,"Ikan Patin, bakar",70.3,144.0,17.5,6.3,4.3,,1.6,191.0,232.0,1.4,379.0,230.0,0.1,0.7,,,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO025,"Ikan peda banjar,
mentah",46.0,156.0,28.0,4.0,2.0,0.0,20.0,174.0,316.0,3.1,59.0,368.8,0.0,0.5,33.0,4.0,,0.1,0.1,4.7,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO026,"Ikan pepetek, mentah",33.0,176.0,32.0,4.4,2.0,0.0,28.6,120.0,200.0,1.0,79.0,1.0,,,15.0,,,0.05,0.1,2.4,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO027,"Ikan Pindang banjar,
mentah",59.0,157.0,28.0,4.2,1.8,0.0,7.0,50.0,100.0,1.0,,,,,45.0,,,0.1,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO028,"Ikan Pindang benggol,
mentah",57.0,170.0,31.0,4.2,0.0,0.0,7.8,50.0,100.0,1.0,,,,,45.0,,,0.1,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO029,"Ikan Pindang layang,
mentah",60.0,153.0,30.0,2.8,0.0,0.0,7.2,60.0,200.0,3.0,,,,,61.0,,,0.07,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO030,"Ikan Pindang selar,
mentah",60.0,142.0,27.0,3.0,0.0,0.0,10.0,60.0,200.0,3.0,,,,,61.0,,,0.07,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO031,"Ikan sale, mentah",8.5,534.0,40.2,39.3,4.9,2.0,7.1,199.0,1244.0,2.7,673.0,673.0,0.3,2.6,,410.0,0.0,0.02,0.5,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO032,"Ikan sale lais, mentah",12.4,415.0,61.3,17.6,2.9,0.0,5.8,258.0,919.0,7.0,381.0,488.0,17.6,1.0,0.0,,0.0,0.03,0.1,17.3,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO033,"Ikan saluang, kering,
mentah",33.6,284.0,34.1,9.9,14.6,0.0,7.8,1426.0,1103.0,9.5,1767.0,263.0,1.3,18.7,,,,0.49,0.03,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO034,"Ikan sanggang,
masakan",42.6,240.0,21.7,7.7,20.7,,7.3,159.0,362.0,9.8,2041.0,159.0,1.5,8.8,,,,0.51,0.02,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO035,"Ikan selar kuning, cue,
mentah",59.0,138.0,27.0,3.3,0.0,0.0,0.7,50.0,100.0,2.0,,,,,45.0,,,0.1,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO036,"Ikan selar, kering,
mentah",43.0,194.0,38.0,3.5,0.0,0.0,15.5,20.0,200.0,1.0,,,,,0.0,0.0,,0.01,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO037,"Ikan sepat, kering,
mentah",30.0,289.0,38.0,14.0,0.0,0.0,18.0,40.0,100.0,0.7,,,,,0.0,0.0,,0.0,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO038,"Ikan sunu, asin,
mentah",34.7,199.0,34.1,3.8,7.1,,20.3,94.0,92.0,2.2,377.0,57.0,0.1,3.2,2481.0,,,1.5,0.13,7.2,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO039,"Ikan, tepung, mentah",4.3,316.0,60.1,6.5,22.4,0.0,6.7,3196.0,1976.0,16.6,,,,,320.0,0.0,0.0,0.0,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO040,"Ikan Teri nasi, kering,
mentah",34.5,144.0,32.5,0.6,0.0,0.0,32.4,1000.0,1000.0,3.0,312.0,,,,61.0,,,0.1,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO041,"Ikan Teri, bubuk,
mentah",15.0,277.0,60.0,2.3,1.8,0.0,20.9,1209.0,1225.0,3.0,,,,,90.0,,,0.1,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO042,"Ikan teri, kering,
mentah",37.8,170.0,33.4,3.0,0.0,0.0,25.8,1200.0,1500.0,3.6,,,,,64.0,,,0.15,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO043,"Ikan Teri, kering,
tawar, mentah",16.7,331.0,68.7,4.2,0.0,0.0,10.4,2381.0,1500.0,23.4,,,,,61.0,,,0.1,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO044,"Ikan Teri, tepung,
mentah",5.2,347.0,48.8,6.4,19.6,0.0,20.0,4608.0,1200.0,18.6,,,,,61.0,0.0,130.0,1.12,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO045,"Kerang, asap, mentah",9.3,393.0,38.9,13.3,29.4,,9.1,420.0,410.0,8.5,160.0,50.0,0.6,3.7,,,,0.3,1.7,0.2,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
